jugador_entra,jugador_sale,Minuto,equipo,Jornada
"ALLENDES SEPULVEDA, MARTIN ALONSO","VICENS VIDAL, PAU",59,PALMA F.C.,12
"FOLGADO GARNICA, PAULO","FRANCO SINGEORZAN, ALEX",70,PALMA F.C.,12
"JIMENEZ JARAMILLO, KARLO ANDREU","VILLALONGA GÓMEZ, IKER",70,PALMA F.C.,12
"ALCALDE ORTEGA, JUAN JOSÉ","CONDE, MAMADI",74,PALMA F.C.,12
"MORENO GODOY, NICOLAS","RIBAS ROSALIA, XAVIER",55,CONSTANCIA A,12
"ROMAN DE REMENTERIA, ASIER","GALVEZ ESPINOZA, BRAD ANTONY",63,CONSTANCIA A,12
"BOTELLO CARMONA, PAU","MARTIN MONSALVE, IAN",63,CONSTANCIA A,12
"CABEZAS GALLARDO, MANUEL","MAIRATA NOGUERA, ADRIA",77,CONSTANCIA A,12
"COLL AREVALO, JORDI","BLANCO WEBER, LUCA",77,CONSTANCIA A,12
"FERNÁNDEZ RODRÍGUEZ, IKER","MESA ZAFRA, CHRISTIAN",46,PLA DE NA TESA A,12
"MORA GISPERT, HUGO","NAVARRO BEZARES, JAVIER",46,PLA DE NA TESA A,12
"ASAMOAH ASANTEWAA, DENIS","MASCARÓ SERVERA, JUAN",59,PLA DE NA TESA A,12
"AIT SAID TAFZATI, NABIL","MONTALBAN ROMERO, MILO JERONIMO",83,PLA DE NA TESA A,12
"HOMAR PELLICER, JOEL","ONCALA CARAVACA, DANIEL",89,PLA DE NA TESA A,12
"JIMENEZ PASTOR, IKER","DOBLAS TORRES, MIGUEL",59,ANDRATX A,12
"AMER CASTILLO, MIGUEL","PATRICIO TORRRENS, JUAN",76,ANDRATX A,12
"CASTELLO FERRA, JOAN","VARGAS RODRIGUEZ, NICOLAS",76,ANDRATX A,12
"TUR HORRACH, HUG","SANCHEZ JIMENEZ, FERNANDO",84,ANDRATX A,12
"PONS CARRERAS, ANGEL","ROTGER LÓPEZ, LLUC",59,FERRERIES A,12
"BOSCH VALDERRABANO, TONI","CANTALAPIEDRA LOBATO, IKER",68,FERRERIES A,12
"BOSCH PULIDO, NIL","FEBRER VILLALONGA, ALBERT",76,FERRERIES A,12
"FAMIGLIETTI MARQUEZ, LUCA","PULIDO COLL, IZAN",76,FERRERIES A,12
"SOLIVELLAS LLOMPART, JOAQUÍN","LOUNADI MUNAR, SAMUEL",62,PLATGES DE CALVIA A,12
"PEREZ SILVENTE, ALEJANDRO","EXPOSITO BINNEWIES, ALEJANDRO",70,PLATGES DE CALVIA A,12
"PUJOL ALOMAR, TELM","SANCHIS MARTINEZ, DAVID",70,PLATGES DE CALVIA A,12
"PAYERO MOLINA, NICOLAS","HOLLINGSWORTH, HARRY RICHARD",75,PLATGES DE CALVIA A,12
"MENDOZA SOLER, MARIO","SASTRE BOTA, JAUME",46,SANTA CATALINA ATº A,12
"DEYÀ BELTRÁN, SEBASTIÀ","MARTIN CABALLERO, ANGEL",46,SANTA CATALINA ATº A,12
"MASCARELL LLABRES, MARC","VICH FORTEZA, LLUC",55,SANTA CATALINA ATº A,12
"PALAU ORDINAS, MIQUEL","BARRIGA CATRINA, VICTOR",62,SANTA CATALINA ATº A,12
"HASHIMOTO SEBASTIÁN, GAIZKA","ADROVER MELIS, FRANCESC",62,SANTA CATALINA ATº A,12
"MOLINA DONAIRE, DANIEL","COCA ANTELO, ANDREW",45,MALLORCA B,13
"DIALLO CONDE, ABDOURAHAMANE","MARTINEZ BELA, JAVIER",63,MALLORCA B,13
"GONZÁLEZ ONETO, ASSIER","CAIMARI FIGUEROLA, JAUME",38,POBLENSE A,13
"TUR ESCALAS, TONI","JIMENA BELTRAN, CARLOS",69,POBLENSE A,13
"THIAM BORRAS, KARIM","VIVES COMAS, JOAN JORDI",69,POBLENSE A,13
"MENDEZ DUARTE, IVAN","MORAGUES MORAGUES, JOAN",78,POBLENSE A,13
"GIBSON, JASPER","AGUILERA PERELLO, ADRIÀ",78,POBLENSE A,13
"BELFAQUIH ZBAT, ANUAR","MAS MAIMO, JOSEP",45,PENYA ARRABAL A,13
"GARCIA HERNANDEZ, JOSE RAMON","VALLESPIR TIMONER, PERE MARC",45,PENYA ARRABAL A,13
"CASTAÑER PECELLIN, RAFAEL","VAZQUEZ SUAREZ, HUGO",59,PENYA ARRABAL A,13
"FIOL ACEITUNO, MIQUEL","ROTTLANDER, LENNOX MARKUS",75,PENYA ARRABAL A,13
"ARALUCE SERRA, ADRIAN","HERRERA IGLESIAS, ADRIAN",82,PENYA ARRABAL A,13
"JIMENEZ PASTOR, IKER","HOMAR GARCIA, ROMAN",70,ANDRATX A,13
"ALARCON FERRER, ADRIAN","VARGAS RODRIGUEZ, NICOLAS",84,ANDRATX A,13
"CASTELLO FERRA, JOAN","ROGEL ARRIAGA, BRYAN STALIN",84,ANDRATX A,13
"SANCHEZ JIMENEZ, FERNANDO","LUPIAÑEZ ALEMANY, TONI",90,ANDRATX A,13
"BRIOSO SERRANO, EMILIO JOSÉ","PATRICIO TORRRENS, JUAN",90,ANDRATX A,13
"EL HABBOULA EL KORTOBI, ABDELMOIZE","FERRER ROIG, JAUME",45,PENYA INDEPENDENT A,13
"LLAMAS MARTINEZ, ERIC","GHARBI KHAMMAL EL BAKKALI, NASROLLAH",45,PENYA INDEPENDENT A,13
"CREUHERAS GARCIA, MATHEO","LOPEZ MARI, PABLO",63,PENYA INDEPENDENT A,13
"FERRER TORRES, PEDRO","OROZCO RIERA, ASIER",63,PENYA INDEPENDENT A,13
"BERNHARDT, JOEL PIOTR","PRATS RIPOLL, MIQUEL",80,PENYA INDEPENDENT A,13
"MEDINA ARANDA, SERGIO","BERNASCONI, SANTINO",60,U D IBIZA A,13
"TORRES RIERA, LLUC","GARCIA ALBA, JAVIER",60,U D IBIZA A,13
"GONZALEZ CASURIAGA, THIAGO","MARTOS VERGARA, DANIEL",91,U D IBIZA A,13
"CLADERA SOBERATS, LLORENÇ","BARRAGAN AGUILO, HECTOR DARIO",59,SAN FRANCISCO B,13
"ANDEBUELA BARRIOS, PABLO","LOPEZ CABRERA, JESUS",70,SAN FRANCISCO B,13
"LUNEGRO, BRUNO","TEJADA RODRIGUEZ, JOAN",70,SAN FRANCISCO B,13
"BADJINKA NDIAYE, BUBAKAR","LEDESMA COR, MATEU",77,SAN FRANCISCO B,13
"RIBAS MUÑOZ, SERGI","ALARCON CAVERO, JOEL",77,SAN FRANCISCO B,13
"SANCHIS MARTINEZ, DAVID","PUJOL ALOMAR, TELM",55,PLATGES DE CALVIA A,13
"GAYUBAS GONZALEZ, LUIS MIGUEL","PARRA VIZUETE, DANIEL",90,PLATGES DE CALVIA A,13
"ESCUERO PARDOS, MARTI","AMAYA MALENO, FRANCISCO",46,SD LA SALLE A,13
"FERNANDEZ CABRERA, DAVID","PETRARCA, ELIA",46,SD LA SALLE A,13
"MOYA PEDREGOSA, ALEJANDRO","VIVARES ARANDA, YANNICK",70,SD LA SALLE A,13
"MARTI RODRIGUEZ, IVAN","ARBOS DENGRA, DIEGO",70,SD LA SALLE A,13
"SALMERON SEGURA, JONATHAN","TORRALBA TANUGGI, LUIS",75,SD LA SALLE A,13
"KRZYZYK SERRANO, PEDRO","ORDOÑEZ QUETGLAS, MARC",58,SP. ATº CIUTAT DE PALMA,13
"GAETE MARTINEZ, ISMAEL","GOMEZ BLANCA, AARON",58,SP. ATº CIUTAT DE PALMA,13
"BLANCO VALERO, DAVID","KRAUSSE, IGNACIO TOMAS",63,SP. ATº CIUTAT DE PALMA,13
"CACERES AMOROS, MATEO","CORTES MONTANER, LUIS",63,SP. ATº CIUTAT DE PALMA,13
"AQUINO GUTIERREZ, DAN JOEL","SANS JIMENEZ, MIQUEL ANGEL",68,SP. ATº CIUTAT DE PALMA,13
"NDIR GUEYE, MOUHAMADOUL LAMIN","JIMENEZ JARAMILLO, KARLO ANDREU",57,PALMA F.C.,13
"ALCALDE ORTEGA, JUAN JOSÉ","GIL GOMILA, XAYRON",68,PALMA F.C.,13
"PORCEL MARTINEZ, JORDI",JOAN,68,PALMA F.C.,13
"VICENS VIDAL, PAU","VILLALONGA GÓMEZ, IKER",80,PALMA F.C.,13
"ALLENDES SEPULVEDA, MARTIN ALONSO","CONDE, MAMADI",80,PALMA F.C.,13
"RUS FERNANDEZ, IGNASI","LOPEZ GONZALEZ, ALEJANDRO",62,PENYA CIUTADELLA ESPORTIVA A,13
"JUANEDA JUANEDA, JOSEP","PONS MOLL, FRANCESC",80,PENYA CIUTADELLA ESPORTIVA A,13
"PASCUAL GORNES, ENRIC","MOLL PONS, ROBERTO",80,PENYA CIUTADELLA ESPORTIVA A,13
"TALTAVULL VALVERDE, IAN","AGUILAR BOSCH, DAVID",84,PENYA CIUTADELLA ESPORTIVA A,13
"MASCARO MARTINEZ, IKER","ESPINOZA ARMIJOS, CARLOS ANDRES",46,UD MAHON,13
"TEJEDOR MORENO, ALEJANDRO","GRUBAC, NOA",46,UD MAHON,13
"DE OLIVEIRA MESSIAS, EMMANUEL","DIALLO, FODE",46,UD MAHON,13
"BOLIVAR PERAL, ROGER","PEREZ MARTIN, IGNACIO",64,UD MAHON,13
"LASSO VIAFARA, ANDRES FELIPE","SINTES MELERO, ALVARO",70,UD MAHON,13
"ASAMOAH ASANTEWAA, DENIS","MONTALBAN ROMERO, MILO JERONIMO",24,PLA DE NA TESA A,13
"MASCARÓ SERVERA, JUAN","AIT SAID TAFZATI, NABIL",82,PLA DE NA TESA A,13
"COULIBALY COULIBALY, MADANE","FERNÁNDEZ RODRÍGUEZ, IKER",86,PLA DE NA TESA A,13
"MESA ZAFRA, CHRISTIAN","MORA GISPERT, HUGO",86,PLA DE NA TESA A,13
"BOSCH PULIDO, NIL","CANTALAPIEDRA LOBATO, IKER",65,FERRERIES A,13
"JANER BOSCH, NOFRE","BOSCH VALDERRABANO, TONI",72,FERRERIES A,13
"PONS CARRERAS, ANGEL","CAMPS CARETA, PERE",72,FERRERIES A,13
"MBAYE RUIZ, MOUHAMAD YASIN","GOMILA BOSCH, LLUÍS",87,FERRERIES A,13
"AMELLER RIUDAVETS, JOSEP","PULIDO COLL, IZAN",87,FERRERIES A,13
"MESTRE RIBOT, PAU","ADROVER GARRIDO, ALBERT",52,MANACOR A,13
"SOLER CALDENTEY, JOEL","ADROVER GARRIDO, GERARD",65,MANACOR A,13
"RODRIGUEZ LOPEZ, RAUL","MARCOS MONGE, IKER",65,MANACOR A,13
"GRAHAM, NATHAN STUART","CORCHADO JIMENEZ, ISAAC",87,MANACOR A,13
"TRIAY PETHERAM, TOMAS ISMAEL","LAMSIAH AJGHOUF, OSSAMA",87,MANACOR A,13
"DEYÀ BELTRÁN, SEBASTIÀ","MENDOZA SOLER, MARIO",75,SANTA CATALINA ATº A,13
"LOMAS SERVERA, PAU","KOPACH, DANIIL",75,SANTA CATALINA ATº A,13
"EZ ZARY SAIDI, ISMAEL","ADROVER MELIS, FRANCESC",75,SANTA CATALINA ATº A,13
"SASTRE BOTA, JAUME","MARTIN CABALLERO, ANGEL",81,SANTA CATALINA ATº A,13
"BARRIGA CATRINA, VICTOR","LOPEZ FUXA, AARON",81,SANTA CATALINA ATº A,13
"COLL AREVALO, JORDI","BLANCO WEBER, LUCA",52,CONSTANCIA A,13
"CHUKWUKERE PULLET, GREGORY IKECHUKWU","CABEZAS GALLARDO, MANUEL",52,CONSTANCIA A,13
"BALLE BRUNET, JOAN","BOTELLO CARMONA, PAU",69,CONSTANCIA A,13
"GALVEZ ESPINOZA, BRAD ANTONY","OLIVER GELABERT, PERE",69,CONSTANCIA A,13
"KOUJILI EL TALHAOUI, MAROUAN","PATRICIO GUAL, MARC",77,CONSTANCIA A,13
"DE LA CRUZ RIERA, JOAN MATEU","FERNANDEZ HEREDIA, ALEJANDRO",28,POBLENSE A,14
"FERRER RIGO, SEBASTIÀ","MORAGUES MORAGUES, JOAN",65,POBLENSE A,14
"THIAM BORRAS, KARIM","GONZÁLEZ ONETO, ASSIER",65,POBLENSE A,14
"VIVES COMAS, JOAN JORDI","AGUILERA PERELLO, ADRIÀ",93,POBLENSE A,14
"GIBSON, JASPER","RETTICH SOLER, JOSEP",93,POBLENSE A,14
"TEJEDOR MORENO, ALEJANDRO","ELHADJ ABDOULAYE, BALDE",46,UD MAHON,14
"PEREZ MARTIN, IGNACIO","DIALLO, FODE",59,UD MAHON,14
"SINTES MELERO, ALVARO","BOLIVAR PERAL, ROGER",67,UD MAHON,14
"LOPEZ FERNANDEZ, MARC","DE LA PUENTE JAÑEZ, NICOLAS",75,UD MAHON,14
"LASSO VIAFARA, ANDRES FELIPE","DE OLIVEIRA MESSIAS, EMMANUEL",75,UD MAHON,14
"DOBLAS TORRES, MIGUEL","PATRICIO TORRRENS, JUAN",46,ANDRATX A,14
"CASTELLO FERRA, JOAN","VARGAS RODRIGUEZ, NICOLAS",67,ANDRATX A,14
"JIMENEZ PASTOR, IKER","HOMAR GARCIA, ROMAN",67,ANDRATX A,14
"BRIOSO SERRANO, EMILIO JOSÉ","LUPIAÑEZ ALEMANY, TONI",78,ANDRATX A,14
"COMAS HUTTEN, PAU LLUIS","ESCUERO PARDOS, MARTI",62,SD LA SALLE A,14
"MOYA PEDREGOSA, ALEJANDRO","VIZCAINO SEGURA, ALAN",67,SD LA SALLE A,14
"SALMERON SEGURA, JONATHAN","FERNANDEZ CABRERA, DAVID",67,SD LA SALLE A,14
"RODRIGUEZ MONGELOS, GAEL PAU","MARTI RODRIGUEZ, IVAN",74,SD LA SALLE A,14
"TORRES RIERA, LLUC","RODRIGUEZ ROIG, ARIAN",65,U D IBIZA A,14
"BELTRAN ALVAREZ, SERGIO","GARCIA ALBA, JAVIER",76,U D IBIZA A,14
"MBAYE RUIZ, MOUHAMAD YASIN","PULIDO COLL, IZAN",38,FERRERIES A,14
"BOSCH PULIDO, NIL","DE LA PUERTA MARTORELL, JAUME",46,FERRERIES A,14
"ROTGER LÓPEZ, LLUC","PONS CARRERAS, ANGEL",58,FERRERIES A,14
"CANTALAPIEDRA LOBATO, IKER","BAGUR MOYA, HUGO",58,FERRERIES A,14
"HOLLINGSWORTH, HARRY RICHARD","ALCOLEA ESCORCIA, CARLOS",51,PLATGES DE CALVIA A,14
"PUJOL ALOMAR, TELM","GARCÍA RODRÍGUEZ, UNAI",64,PLATGES DE CALVIA A,14
"PAYERO MOLINA, NICOLAS","CASAUS SANCHEZ, JOSE IGNACIO",81,PLATGES DE CALVIA A,14
"GAYUBAS GONZALEZ, LUIS MIGUEL","SANCHIS MARTINEZ, DAVID",81,PLATGES DE CALVIA A,14
"PELLEGRINO, NICOLA EMANUELE","VICENS VIDAL, PAU",63,PALMA F.C.,14
"SAMPOL MARTINEZ, MARC","VILLALONGA GÓMEZ, IKER",63,PALMA F.C.,14
"CONDE, MAMADI","MORELL SACRISTÁN, CARLOS",83,PALMA F.C.,14
"PORCEL MARTINEZ, JORDI","GIL GOMILA, XAYRON",83,PALMA F.C.,14
"ALLENDES SEPULVEDA, MARTIN ALONSO","NDIR GUEYE, MOUHAMADOUL LAMIN",90,PALMA F.C.,14
"CACERES AMOROS, MATEO","CORTES MONTANER, LUIS",61,SP. ATº CIUTAT DE PALMA,14
"GOMEZ BLANCA, AARON","KRAUSSE, IGNACIO TOMAS",67,SP. ATº CIUTAT DE PALMA,14
"KEITA SIDIBE, MADY","AMENGUAL LIRIO, IVAN",67,SP. ATº CIUTAT DE PALMA,14
"SANS JIMENEZ, MIQUEL ANGEL","GAETE MARTINEZ, ISMAEL",67,SP. ATº CIUTAT DE PALMA,14
"BLANCO VALERO, DAVID","SARMIENTO CABAÑIN, GABRIEL A",78,SP. ATº CIUTAT DE PALMA,14
"MOLINA DONAIRE, DANIEL","DIALLO CONDE, ABDOURAHAMANE",46,MALLORCA B,14
"TEJADA LLADONET, ORIOL","FRESNEDA HIDALGO, HUGO",60,MALLORCA B,14
"MARTINEZ BELA, JAVIER","LAZARO TORRES, MARIO",67,MALLORCA B,14
"D'VAZ AFONSO, SPENCER GARCIA","VERD ALONSO, ABEL",67,MALLORCA B,14
"CORCINO MUÑOZ, ANDRES","WHYTE ODUNZE, MICHAEL IKENNA",85,MALLORCA B,14
"LEON JUAN, VICTOR","PONCIANO BUESO, JOSEP",45,PENYA CIUTADELLA ESPORTIVA A,14
"CAPO MORA, MARC","AGUILAR BOSCH, DAVID",68,PENYA CIUTADELLA ESPORTIVA A,14
"RUS FERNANDEZ, IGNASI","LOPEZ GONZALEZ, ALEJANDRO",68,PENYA CIUTADELLA ESPORTIVA A,14
"TALTAVULL JUANEDA, JOAN","MOLL PONS, ROBERTO",78,PENYA CIUTADELLA ESPORTIVA A,14
"ARGUIMBAU ALLES, MACIA","PONS MOLL, FRANCESC",81,PENYA CIUTADELLA ESPORTIVA A,14
"CREUHERAS GARCIA, MATHEO","FERRER ROIG, JAUME",55,PENYA INDEPENDENT A,14
"EL HABBOULA EL KORTOBI, ABDELMOIZE","LOPEZ MARI, PABLO",72,PENYA INDEPENDENT A,14
"GHARBI KHAMMAL EL BAKKALI, NASROLLAH","BERNHARDT, JOEL PIOTR",72,PENYA INDEPENDENT A,14
"GRANDA VILLAVICENCIO, DAVID JOAN","LLAMAS MARTINEZ, ERIC",72,PENYA INDEPENDENT A,14
"ASAMOAH ASANTEWAA, DENIS","HOMAR PELLICER, JOEL",31,PLA DE NA TESA A,14
"COULIBALY COULIBALY, MADANE","FERNÁNDEZ RODRÍGUEZ, IKER",58,PLA DE NA TESA A,14
"CACERES COMAS, SERGI","AIT SAID TAFZATI, NABIL",58,PLA DE NA TESA A,14
"MASCARÓ SERVERA, JUAN","MORA GISPERT, HUGO",66,PLA DE NA TESA A,14
"VICH FORTEZA, LLUC","HASHIMOTO SEBASTIÁN, GAIZKA",46,SANTA CATALINA ATº A,14
"ADROVER MELIS, FRANCESC","DEYÀ BELTRÁN, SEBASTIÀ",46,SANTA CATALINA ATº A,14
"MENDOZA SOLER, MARIO","EZ ZARY SAIDI, ISMAEL",73,SANTA CATALINA ATº A,14
"KOPACH, DANIIL","SASTRE BOTA, JAUME",73,SANTA CATALINA ATº A,14
"ALARCON RAGO, THIAGO","GARCIAS LLABRES, MIQUEL",73,SANTA CATALINA ATº A,14
"ADROVER GARRIDO, ALBERT","MESTRE RIBOT, PAU",55,MANACOR A,14
"ADROVER GARRIDO, GERARD","CORCHADO JIMENEZ, ISAAC",55,MANACOR A,14
"TRIAY PETHERAM, TOMAS ISMAEL","MARTINEZ ABELLAN, IKER",70,MANACOR A,14
"NOLAN MUÑOZ, SERGIO","LAMSIAH AJGHOUF, OSSAMA",70,MANACOR A,14
"RODRIGUEZ LOPEZ, RAUL","RODRIGUEZ GALDON, DANIEL",82,MANACOR A,14
"ARIAS BESTARD, ENZO","CASTAÑER PECELLIN, RAFAEL",47,PENYA ARRABAL A,14
"PONS SERRANO, ALEIX","MESQUIDA URIBE, XAVIER",71,PENYA ARRABAL A,14
"LEBRERO BENITEZ, HUGO","SEGUI ESTEBAN, IAN",71,PENYA ARRABAL A,14
"VALLESPIR TIMONER, PERE MARC","HERRERA IGLESIAS, ADRIAN",85,PENYA ARRABAL A,14
"VANEY BEVIONE, LUCAS","CRESPI BARRERA, LEONARDO",85,PENYA ARRABAL A,14
"SABATER SANCHO, MARC","CHUKWUKERE PULLET, GREGORY IKECHUKWU",46,CONSTANCIA A,14
"BALLE BRUNET, JOAN","PATRICIO GUAL, MARC",54,CONSTANCIA A,14
"MARTIN MONSALVE, IAN","OLIVER GELABERT, PERE",54,CONSTANCIA A,14
"BOTELLO CARMONA, PAU","CABEZAS GALLARDO, MANUEL",60,CONSTANCIA A,14
"CRESPI LUCENA, JUAN MIQUEL","ROMAN DE REMENTERIA, ASIER",79,CONSTANCIA A,14
"LOPEZ CABRERA, JESUS","CONDE PEREIRA, ALEJANDRO MANUEL",46,SAN FRANCISCO B,14
"LLEDO SAMPOL, ADRIA","GIRALDE BAUZA, JAVIER",70,SAN FRANCISCO B,14
"TEJADA RODRIGUEZ, JOAN","SALAMANCA GALERA, AITOR",80,SAN FRANCISCO B,14
"MASSANET CABRER, FRANCESC","LEDESMA COR, MATEU",80,SAN FRANCISCO B,14
"SILVA SALINAS, ALEJANDRO","BORDOY LEAL, PEDRO",85,SAN FRANCISCO B,14
"ESPINOZA ARMIJOS, CARLOS ANDRES","GOMEZ GORDILLO, RAUL",36,UD MAHON,16
"PEREZ MARTIN, IGNACIO","BOLIVAR PERAL, ROGER",46,UD MAHON,16
"GRUBAC, NOA","MASCARO MARTINEZ, IKER",70,UD MAHON,16
"LOPEZ FERNANDEZ, MARC","DE OLIVEIRA MESSIAS, KLAYVER",70,UD MAHON,16
"ELHADJ ABDOULAYE, BALDE","DIALLO, FODE",75,UD MAHON,16
"KEITA SIDIBE, MADY","GOMEZ BLANCA, AARON",51,SP. ATº CIUTAT DE PALMA,16
"AMENGUAL LIRIO, IVAN","KRAUSSE, IGNACIO TOMAS",51,SP. ATº CIUTAT DE PALMA,16
"ORDOÑEZ QUETGLAS, MARC","CACERES AMOROS, MATEO",51,SP. ATº CIUTAT DE PALMA,16
"FERNÁNDEZ CASSO, ALBERTO","BLANCO VALERO, DAVID",51,SP. ATº CIUTAT DE PALMA,16
"CORTES MONTANER, LUIS","GAETE MARTINEZ, ISMAEL",70,SP. ATº CIUTAT DE PALMA,16
"MARCOS MONGE, IKER","SOLER CALDENTEY, JOEL",67,MANACOR A,16
"ADROVER GARRIDO, ALBERT","NOLAN MUÑOZ, SERGIO",67,MANACOR A,16
"GRAHAM, NATHAN STUART","CORCHADO JIMENEZ, ISAAC",82,MANACOR A,16
"MESTRE RIBOT, PAU","ADROVER GARRIDO, GERARD",82,MANACOR A,16
"HORRACH LLABRES, GERARDO","LAZARO TORRES, MARIO",58,MALLORCA B,16
"MARTINEZ BELA, JAVIER","MOLINA DONAIRE, DANIEL",67,MALLORCA B,16
"DIALLO CONDE, ABDOURAHAMANE","BURGAYA GENOVART, FERRAN",67,MALLORCA B,16
"ALEMANY TOUS, MARC","TEJADA LLADONET, ORIOL",85,MALLORCA B,16
"CORCINO MUÑOZ, ANDRES","WHYTE ODUNZE, MICHAEL IKENNA",85,MALLORCA B,16
"CAPO MORA, MARC","AGUILAR BOSCH, DAVID",45,PENYA CIUTADELLA ESPORTIVA A,16
"JUANEDA JUANEDA, JOSEP","LEON JUAN, VICTOR",54,PENYA CIUTADELLA ESPORTIVA A,16
"MARQUES BAGUR, JOAN","FEDELICH MARQUES, JAN",63,PENYA CIUTADELLA ESPORTIVA A,16
"LOPEZ GONZALEZ, ALEJANDRO","MOLL PONS, ROBERTO",63,PENYA CIUTADELLA ESPORTIVA A,16
"ARGUIMBAU ALLES, MACIA","TRIAY SASTRE, ADRIA",83,PENYA CIUTADELLA ESPORTIVA A,16
"LEBRERO BENITEZ, HUGO","SEGUI ESTEBAN, IAN",30,PENYA ARRABAL A,16
"PASCUAL RIERA, MIGUEL ANGEL","ROTTLANDER, LENNOX MARKUS",45,PENYA ARRABAL A,16
"PONS SERRANO, ALEIX","VAZQUEZ SUAREZ, HUGO",66,PENYA ARRABAL A,16
"ARIAS BESTARD, ENZO","VALLESPIR TIMONER, PERE MARC",66,PENYA ARRABAL A,16
"BALLE BRUNET, JOAN","BOTELLO CARMONA, PAU",46,CONSTANCIA A,16
"CRESPI LUCENA, JUAN MIQUEL","KOUJILI EL TALHAOUI, MAROUAN",46,CONSTANCIA A,16
"GALVEZ ESPINOZA, BRAD ANTONY","CABEZAS GALLARDO, MANUEL",61,CONSTANCIA A,16
"SABATER SANCHO, MARC","BLANCO WEBER, LUCA",65,CONSTANCIA A,16
"OLIVER GELABERT, PERE","COLL AREVALO, JORDI",71,CONSTANCIA A,16
"GHARBI KHAMMAL EL BAKKALI, NASROLLAH","FERRER TORRES, PEDRO",46,PENYA INDEPENDENT A,16
"EL HABBOULA EL KORTOBI, ABDELMOIZE","CORDOBA TUR, MARC",58,PENYA INDEPENDENT A,16
"FERRER ROIG, JAUME","BERNHARDT, JOEL PIOTR",58,PENYA INDEPENDENT A,16
"ARORA, VIRAJ","ODERA PACILIO, SANTIAGO",65,PENYA INDEPENDENT A,16
"LLAMAS MARTINEZ, ERIC","OROZCO RIERA, ASIER",77,PENYA INDEPENDENT A,16
"DOBLAS TORRES, MIGUEL","VARGAS RODRIGUEZ, NICOLAS",71,ANDRATX A,16
"CASTELLO FERRA, JOAN","JIMENEZ PASTOR, IKER",71,ANDRATX A,16
"LEFTER, ANDREI FABIAN","HOMAR GARCIA, ROMAN",83,ANDRATX A,16
"AMER CASTILLO, MIGUEL","ALARCON FERRER, ADRIAN",88,ANDRATX A,16
"SEOANE MACIAS, DANIEL","TUR HORRACH, HUG",88,ANDRATX A,16
"GONZÁLEZ ONETO, ASSIER","FERRER RIGO, SEBASTIÀ",76,POBLENSE A,16
"GIBSON, JASPER","RETTICH SOLER, JOSEP",90,POBLENSE A,16
"MENDEZ DUARTE, IVAN","THIAM BORRAS, KARIM",90,POBLENSE A,16
"MORAGUES MORAGUES, JOAN","VIVES COMAS, JOAN JORDI",90,POBLENSE A,16
"SANCHIS MARTINEZ, DAVID","MAGAN MITCHELL SMITH, MIGUEL",53,PLATGES DE CALVIA A,16
"VIOLA, RICCARDO","PUJOL ALOMAR, TELM",66,PLATGES DE CALVIA A,16
"GAYUBAS GONZALEZ, LUIS MIGUEL","GOST ORMAZABAL, HUGO",83,PLATGES DE CALVIA A,16
"SOLIVELLAS LLOMPART, JOAQUÍN","ALCOLEA ESCORCIA, CARLOS",83,PLATGES DE CALVIA A,16
"FLORIT TAJUELO, HECTOR","PULIDO COLL, IZAN",46,FERRERIES A,16
"ROTGER LÓPEZ, LLUC","PONS CARRERAS, ANGEL",53,FERRERIES A,16
"CAMPS CARETA, PERE","DE LA PUERTA MARTORELL, JAUME",68,FERRERIES A,16
"CANTALAPIEDRA LOBATO, IKER","BOSCH PULIDO, NIL",88,FERRERIES A,16
"LOPEZ FUXA, AARON","GARCIAS LLABRES, MIQUEL",56,SANTA CATALINA ATº A,16
"EZ ZARY SAIDI, ISMAEL","LOMAS SERVERA, PAU",56,SANTA CATALINA ATº A,16
"VICH FORTEZA, LLUC","MARTIN CABALLERO, ANGEL",56,SANTA CATALINA ATº A,16
"MENDOZA SOLER, MARIO","ADROVER MELIS, FRANCESC",60,SANTA CATALINA ATº A,16
"LLEDO SAMPOL, ADRIA","ALARCON CAVERO, JOEL",46,SAN FRANCISCO B,16
"LEDESMA COR, MATEU","ANDEBUELA BARRIOS, PABLO",69,SAN FRANCISCO B,16
"CONDE PEREIRA, ALEJANDRO MANUEL","LUNEGRO, BRUNO",80,SAN FRANCISCO B,16
"GIRALDE BAUZA, JAVIER","GALLARDO DEL VALLE, BENJAMIN",88,SAN FRANCISCO B,16
"RIBAS MUÑOZ, SERGI","LOPEZ CABRERA, JESUS",88,SAN FRANCISCO B,16
"GONZALEZ CASURIAGA, THIAGO","MARTOS VERGARA, DANIEL",45,U D IBIZA A,16
"GARCIA ALBA, JAVIER","BELTRAN ALVAREZ, SERGIO",73,U D IBIZA A,16
"TORRES RIERA, LLUC","BERNASCONI, SANTINO",73,U D IBIZA A,16
"OKROGLIC SOMOZA, LUKA","GORLA, AGUSTIN",85,U D IBIZA A,16
"MEDINA ARANDA, SERGIO","ELIAS ARANDIA, SAMUEL ABEL",87,U D IBIZA A,16
"GARCÍA GARCÍA, ÁLVARO","MOYA PEDREGOSA, ALEJANDRO",60,SD LA SALLE A,16
"SANCHEZ LAFUENTE, ARITZ","PANEQUE PÉREZ, JOEL",60,SD LA SALLE A,16
"SALMERON SEGURA, JONATHAN","CORTES BOIXO, ALEIX",66,SD LA SALLE A,16
